"id" "name" "gender"
1535 "Fredrik Stange" 1
1536 "Fredrik Strömholm" 1
1537 "Fredrik Vogt-Lorentzen" 1
1538 "Fredrikke Aaeng" 2
1539 "Fredrikke Aaeng Sellæg" 2
1540 "Fridthjov Haavardsson" 1
1541 "Fridtjof Andreas Ask" 1
1542 "Fridtjof Botvid Falck" 1
1543 "Fridtjof Mogens Gjermundsen" 1
1544 "Friedrich Roth" 1
1545 "Frits Laurits Totsås" 1
1546 "Fritz Marinius Børresen" 1
1547 "Fritz Martin Urban Jansson" 1
1548 "Fritz Thorkil Rieber" 1
1549 "Frode Aakvik" 1
1550 "Frode Alhaug" 1
1551 "Frode Botnevik" 1
1552 "Frode Eriksen" 1
1553 "Frode Erling Foss" 1
1554 "Frode Gunnar Orderud" 1
1555 "Frode Hassel" 1
1556 "Frode Haugen" 1
1557 "Frode Helge Nilsen" 1
1558 "Frode Husan" 1
1559 "Frode Kværneng" 1
1560 "Frode Kvarsnes" 1
1561 "Frode Larsen" 1
1562 "Frode Marc Bohan" 1
1563 "Frode Nordseth" 1
1564 "Frode Sælen" 1
1565 "Frode Sandnes" 1
1566 "Frode Sigurd Berg" 1
1567 "Frode Solberg" 1
1568 "Frode Stevik" 1
1569 "Frode Strand-Nielsen" 1
1570 "Frode Strand Nielsen" 1
1571 "Frode Svaboe" 1
1572 "Frode Teigen" 1
1573 "Frode Vihovde" 1
1574 "Frode Wikan" 1
1575 "Frøydis Orderud" 2
1576 "Gabriel Smith" 1
1577 "Gabriella Teodora Bastiani" 2
1578 "Gary Allen Stimac" 1
1579 "Gary Kent Wunderlich Jr" 1
1580 "Gaute Holm" 1
1581 "Gaute Nyerrød Kjærås" 1
1582 "Gaute Simen Gravir" 1
1583 "Gaute Ytterstad" 1
1584 "Gavin Maitland Kerr" 1
1585 "Geert Jonker" 1
1586 "Geir-Elling Nygård" 1
1587 "Geir Andersen" 1
1588 "Geir Arne Drangeid" 1
1589 "Geir Atle Sjøberg" 1
1590 "Geir Aune" 1
1591 "Geir Bergskaug" 1
1592 "Geir Bjarne Myre" 1
1593 "Geir Blankvandsbråten" 1
1594 "Geir Bredo Larsen" 1
1595 "Geir Christian Melen" 1
1596 "Geir Dalsegg" 1
1597 "Geir Dvergastein" 1
1598 "Geir Førre" 1
1599 "Geir Gabrielsen" 1
1600 "Geir Håkon Mikalsen" 1
1601 "Geir Haugersveen" 1
1602 "Geir Heggem" 1
1603 "Geir Holmgren" 1
1604 "Geir Ingar Søtorp" 1
1605 "Geir Inge Solberg" 1
1606 "Geir Inge Stenseth" 1
1607 "Geir Ivarsøy" 1
1608 "Geir Jimmy Karlsen" 1
1609 "Geir Johansen" 1
1610 "Geir Kristian Ytreland" 1
1611 "Geir Liabø" 1
1612 "Geir Lie" 1
1613 "Geir Løvnes" 1
1614 "Geir Lunde" 1
1615 "Geir Nilsen" 1
1616 "Geir Nordahl-Pedersen" 1
1617 "Geir Odd Johnsen" 1
1618 "Geir Oddvar Bergvoll" 1
1619 "Geir Olav Drangsland" 1
1620 "Geir Olav Sundbø" 1
1621 "Geir Olsen" 1
1622 "Geir Onarheim" 1
1623 "Geir Ove Kjesbu" 1
1624 "Geir Petter Solstad" 1
1625 "Geir Reigstad" 1
1626 "Geir Ringstad" 1
1627 "Geir Runge Vedøy" 1
1628 "Geir Sandvik" 1
1629 "Geir Solberg" 1
1630 "Geir Stormorken" 1
1631 "Geir Thomassen" 1
1632 "Geir Thorson Solvi" 1
1633 "Geir Tore Hjelle" 1
1634 "Geir Veland" 1
1635 "Geir Vinghøg" 1
1636 "Geir Worum" 1
1637 "Geirr Mosgaard-Lier" 1
1638 "Geirr Remen Frostmann" 1
1639 "Geirulv Lode" 1
1640 "Georg Edvard Gunnerød" 1
1641 "Georg Eldor Fjermestad" 1
1642 "Georg Haakon Aasen" 1
1643 "Georg Kervel" 1
1644 "Georg Philip Rikard Krog" 1
1645 "Georg Richard Fuglesang" 1
1646 "Georg Salte" 1
1647 "Georg Stahl Gundersen" 1
1648 "Georg Størmer" 1
1649 "George Emil Aubert" 1
1650 "George Stephen Finley" 1
1651 "Georgios Demathas" 1
1652 "Georgios Oikonomou" 1
1653 "Georgios Xiradakis" 1
1654 "Gerd-Inger Kaasen" 2
1655 "Gerd Charlotte Cecilia Amle" 2
1656 "Gerd Elisabet Wik" 2
1657 "Gerd Flatebø Schlezinger" 2
1658 "Gerd Ingeborg Kristoffersen" 2
1659 "Gerd Magna Wold" 2
1660 "Gerd Saanum Gulstad" 2
1661 "Gerd Sigrid Nilsen" 2
1662 "Gerd Solem" 2
1663 "Gerhard Christian Stang Våland" 1
1664 "Gerry Johannessen" 1
1665 "Gert August Paul Caspritz" 1
1666 "Gert Wilhelm Munthe" 1
1667 "Gian Angelo Perrucci" 1
1668 "Gisela Marie Sitbon" 2
1669 "Gisle Glück Evensen" 1
1670 "Gisle Halvorsen" 1
1671 "Gisle Hannemyr" 1
1672 "Giuditta Cordero-Moss" 2
1673 "Giuditta Cordero Moss" 2
1674 "Giuseppe Zocco" 1
1675 "Gizella Bengtsson" 2
1676 "Gjermund Sjøsaasen" 1
1677 "Gjermund Torp" 1
1678 "Gjertrud Bolstad" 2
1679 "Gledis Ebbesen Vonheim" 1
1680 "Glen Kurt Gustav Nilsson" 1
1681 "Glen Ole Rødland" 1
1682 "Glenn Fred Arne Eilertsen" 1
1683 "Goran Sigfrid Gunnar Sigfridsson" 1
1684 "Gøte Gunnar Emanuel Dahlin" 1
1685 "Gotfred Ingebrigtsen Andenes" 1
1686 "Gottfred Langseth" 1
1687 "Grace Montgomery Reksten Skaugen" 2
1688 "Graham James Hearne" 1
1689 "Gregory Steven Garvey" 1
1690 "Greta Bentzen" 2
1691 "Greta Remø Klokk" 2
1692 "Grete Brå" 2
1693 "Grete Faremo" 2
1694 "Grete Komissar" 2
1695 "Grete Nanna Hogstad" 2
1696 "Grete Rustad" 2
1697 "Grete Sønsteby" 2
1698 "Grete Tveit" 2
1699 "Grethe Aasved" 2
1700 "Grethe Drange" 2
1701 "Grethe Helene Viksaas" 2
1702 "Grethe Høiland" 2
1703 "Gro Aschim" 2
1704 "Gro Bakstad" 2
1705 "Gro Becher" 2
1706 "Gro Fjellheim" 2
1707 "Gro Gauthun Kielland" 2
1708 "Gro Lindberg" 2
1709 "Gro Merete Brækken" 2
1710 "Gro Myking" 2
1711 "Gry Anita Ranum" 2
1712 "Gry Hege Ahlgren" 2
1713 "Gry Hege Sølsnes" 2
1714 "Gry Ingunn Flataker" 2
1715 "Gry Mølleskog" 2
1716 "Gudleik Njå" 2
1717 "Gudmund Joar Bratrud" 1
1718 "Gudmund Per Olsen" 1
1719 "Gudmund Rønningen" 1
1720 "Gudmund Sagen" 1
1721 "Gudmund Strømsnes" 1
1722 "Gudmundur Asgeirsson" 1
1723 "Gudmundur Einarsson" 1
1724 "Gudmundur Ørn Gunnarsson" 1
1725 "Gudrid Eide" 2
1726 "Gudrun Gulldahl" 2
1727 "Gudrun Gunnarsdottir" 2
1728 "Gudveig Margrethe Johannessen" 2
1729 "Guido Guidetti" 1
1730 "Gun Lisbeth Gustafsson" 2
1731 "Gun Marit Stenersen" 2
1732 "Gun Monika Bengtsson" 2
1733 "Gunhild Marie Liabø" 2
1734 "Gunilla Kristina Åstrand Berg" 2
1735 "Gunn Inger Åsen" 2
1736 "Gunn Jane Håland" 2
1737 "Gunn Mangerud" 2
1738 "Gunn Marit Helgesen" 2
1739 "Gunn Oland" 2
1740 "Gunn Ovesen" 2
1741 "Gunn Sissel Jaklin" 2
1742 "Gunnar Bjønness" 1
1743 "Gunnar Dolven" 1
1744 "Gunnar Domstein" 1
1745 "Gunnar Edvard Tandberg" 1
1746 "Gunnar Eiken" 1
1747 "Gunnar Espeland" 1
1748 "Gunnar Fredrik Hesse" 1
1749 "Gunnar Gjerdrum Kagge" 1
1750 "Gunnar Gjørtz" 1
1751 "Gunnar Håkon Eide" 1
1752 "Gunnar Halvorsen" 1
1753 "Gunnar Haug" 1
1754 "Gunnar Henriksen" 1
1755 "Gunnar Hirsti" 1
1756 "Gunnar Holen" 1
1757 "Gunnar Hvammen" 1
1758 "Gunnar Hviding" 1
1759 "Gunnar Inge Iversen" 1
1760 "Gunnar Jerven" 1
1761 "Gunnar Kjell Bjørkavåg" 1
1762 "Gunnar Kluge" 1
1763 "Gunnar Kulia" 1
1764 "Gunnar Moe" 1
1765 "Gunnar Myhr" 1
1766 "Gunnar Nordby" 1
1767 "Gunnar Norheim" 1
1768 "Gunnar Patrick Brand" 1
1769 "Gunnar Reitan" 1
1770 "Gunnar Rørstad" 1
1771 "Gunnar Rydning" 1
1772 "Gunnar Sten Bøckmann" 1
1773 "Gunnar Stephen Meinich-Bache" 1
1774 "Gunnar Webjørn Holand" 1
1775 "Gunnhild Engan Haug" 2
1776 "Gunnlaugur Jônsson" 1
1777 "Günter Siegfried Wolf" 1
1778 "Günther Lehmann" 1
1779 "Gunvald Mathisen" 1
1780 "Gunvald Ottesen" 1
1781 "Gunvor Djønne" 2
1782 "Gunvor Halvorsen" 2
1783 "Gunvor Ulstein" 2
1784 "Guri Helene Ingebrigtsen" 2
1785 "Guri Kogstad" 2
1786 "Guri Mai Elmar" 2
1787 "Guro Steine" 2
1788 "Guro Vale Kvavik" 2
1789 "Gustaf Mikael Hjerpe" 1
1790 "Gustaf Ragnar Løfroth Christensen" 1
1791 "Gustaf Solerød Christensen" 1
1792 "Gustav Heiberg Simonsen" 1
1793 "Gustav Ingemar Kihlström" 1
1794 "Gustav Magnus Gasslander" 1
1795 "Gustav Pedersen" 1
1796 "Gustav Sydsæter Pedersen" 1
1797 "Gustav Witzøe" 1
1798 "Gustave Brun-Lie" 1
1799 "Guttorm Brekke" 1
1800 "Guy Whitmore Mace" 1
1801 "Gyrid Skalleberg Ingerø" 2
1802 "Haakon Ambjørndalen" 1
1803 "Haakon Berg" 1
1804 "Haakon Blaauw" 1
1805 "Haakon Bredrup" 1
1806 "Haakon Bryhni" 1
1807 "Haakon Emil Shetelig" 1
1808 "Haakon Morten Sæter" 1
1809 "Haakon Sandborg" 1
1810 "Haakon Skaarer" 1
1811 "Haavard Lien" 1
1812 "Haavard Nord" 1
1813 "Haico Halbesma" 1
1814 "Håkan Mogren" 1
1815 "Håkon Birkenes" 1
1816 "Håkon Helland" 1
1817 "Håkon Jahr" 1
1818 "Håkon Johannes Follestad" 1
1819 "Håkon Langballe" 1
1820 "Håkon Letvik" 1
1821 "Håkon Olav Edgren" 1
1822 "Håkon Olav Kjernsmo" 1
1823 "Håkon Persen" 1
1824 "Håkon Rene Bach Mikkelsen" 1
1825 "Håkon Sæterøy" 1
1826 "Håkon Wibstad" 1
1827 "Håkon Wium Lie" 1
1828 "Halle Ragnar Sivertsen" 1
1829 "Hallgeir Skogen" 1
1830 "Hallgrim Sagen" 1
1831 "Hallstein Gravråk" 1
1832 "Hallstein Wilhelm von Hanno Bast" 1
1833 "Hallvar Ulfstein" 1
1834 "Hallvard Austlid" 1
1835 "Hallvard Lerøy" 1
1836 "Hallvard Sandvik" 1
1837 "Halvard Nils Sæther" 1
1838 "Halvdan Carstens" 1
1839 "Halvor Bjørken" 1
1840 "Halvor Kristian Bjerke" 1
1841 "Halvor Stenstadvold" 1
1842 "Halvor Torsøn Svartdal" 1
1843 "Halvor Urrang" 1
1844 "Halvor Vatnar" 1
1845 "Halvor Weider" 1
1846 "Hanna-Kaisa Nikkanen" 2
1847 "Hanna Erika Ok K Kristensson Sjölin" 2
1848 "Hanna Kirsti Koch Christensen" 2
1849 "Hanne Bævre" 2
1850 "Hanne Bævre Johansson" 2
1851 "Hanne Bettum" 2
1852 "Hanne Camilla Wien" 2
1853 "Hanne Cathrine Enger" 2
1854 "Hanne Halén" 2
1855 "Hanne Hanssen" 2
1856 "Hanne Harlem" 2
1857 "Hanne Høvding" 2
1858 "Hanne Hovland" 2
1859 "Hanne Jimenez De Mora" 2
1860 "Hanne Johansen" 2
1861 "Hanne Karoline Kræmer" 2
1862 "Hanne Marie Løyning" 2
1863 "Hanne Marie Løyning Dale" 2
1864 "Hanne Merete Gaarder Almgren" 2
1865 "Hanne Notøy" 2
1866 "Hanne Olsen" 2
1867 "Hanne Opsahl" 2
1868 "Hanne Refsholt" 2
1869 "Hanne Rolén" 2
1870 "Hanne Stokke Moen" 2
1871 "Hanne Vian" 2
1872 "Hannu Arimo Uusitalo" 1
1873 "Hans- Petter Salvesen" 1
1874 "Hans-Arne L'orange" 1
1875 "Hans-Axel Jahren" 1
1876 "Hans-Fredrik Bassøe" 1
1877 "Hans-Jakob Gram" 1
1878 "Hans-Jürgen Kai Von Uthmann" 1
1879 "Hans-Kristian Sætrum" 1
1880 "Hans-Olav Rekdal" 1
1881 "Hans-Ole Jochumsen" 1
1882 "Hans Alfred Lundell" 1
1883 "Hans Alfred Svensen" 1
1884 "Hans Anders Jonny Bengtsson" 1
1885 "Hans Andreas Tvedt" 1
1886 "Hans Anfinn Eide Helland" 1
1887 "Hans Berg" 1
1888 "Hans Christian Aksel Melbye" 1
1889 "Hans Christian Børresen" 1
1890 "Hans Christian Juul" 1
1891 "Hans Christian Krogh Riise" 1
1892 "Hans Christian Lous" 1
1893 "Hans Christian Qvist" 1
1894 "Hans Christian Thrane Nielsen" 1
1895 "Hans Eirik Kåsa" 1
1896 "Hans Erik Ringkjøb" 1
1897 "Hans Erik Solmunde" 1
1898 "Hans Geelmuyden" 1
1899 "Hans Georg Jelsa" 1
1900 "Hans Göran Thorshag" 1
1901 "Hans Gude Gudesen" 1
1902 "Hans Gudmund Bugge Knudsen" 1
1903 "Hans Gunnar Martinsen" 1
1904 "Hans Harald Løkke" 1
1905 "Hans Henning Mikalsen" 1
1906 "Hans Henrik Klouman" 1
1907 "Hans Henry Sandbæk" 1
1908 "Hans Herman Horn" 1
1909 "Hans Hille Halvorsen" 1
1910 "Hans Inge Balchen Slethei" 1
1911 "Hans Inge Nerby" 1
1912 "Hans Ivar Kolden" 1
1913 "Hans Jacob Starheim" 1
1914 "Hans Johan Hekland" 1
1915 "Hans Jonsebråten" 1
1916 "Hans Jørgen Lorentzen" 1
1917 "Hans Kristian Aspenberg" 1
1918 "Hans Kristian Heier" 1
1919 "Hans Kristian Nilsen" 1
1920 "Hans Kristian Rød" 1
1921 "Hans Kristian Roseth" 1
1922 "Hans Kristian Strand" 1
1923 "Hans Lødrup" 1
1924 "Hans Martin Bjørge" 1
1925 "Hans Martin Gravdal" 1
1926 "HANS MARTIN STORØ" 1
1927 "Hans Middelthon" 1
1928 "Hans Ødegård" 1
1929 "Hans Olav Hugdahl" 1
1930 "Hans Olav Karde" 1
1931 "Hans Olav Lindal" 1
1932 "Hans Olav Torsen" 1
1933 "Hans Peter Lennarth Hansson" 1
1934 "Hans Petter Amundsen Klohs" 1
1935 "Hans Petter Bugge" 1
1936 "Hans Petter Evensen" 1
1937 "Hans Petter Hellerøy" 1
1938 "Hans Petter Horsgaard" 1
1939 "Hans Petter Lien" 1
1940 "Hans Petter Slettebø" 1
1941 "Hans Petter Vestre" 1
1942 "Hans Pieterman" 1
1943 "Hans Rasmus Holte" 1
1944 "Hans Remi Kittelsen" 1
1945 "Hans Richard Pedersen" 1
1946 "Hans Roset" 1
1947 "Hans Rune Jensen" 1
1948 "Hans Sauro" 1
1949 "Hans Troye" 1
1950 "Hans Viggo Kristoffersen" 1
1951 "Hans Vigmostad" 1
1952 "Hans Walter Lyngholm" 1
1953 "Harald Arnet" 1
1954 "Harald Arnkværn" 1
1955 "Harald Bjørn Gløersen" 1
1956 "Harald Bøyum" 1
1957 "Harald Carsten Folke Hermansen" 1
1958 "Harald Christiansen" 1
1959 "Harald Dagfinn Kjelstad" 1
1960 "Harald Dahl" 1
1961 "Harald Ellefsen" 1
1962 "Harald Espedal" 1
1963 "Harald Gaupen" 1
1964 "Harald Grimelund" 1
1965 "Harald Grimsrud" 1
1966 "Harald Hjort" 1
1967 "Harald Hvidsten" 1
1968 "Harald Ingebrikt Volden" 1
1969 "Harald Jeremiassen" 1
1970 "Harald Johan Norvik" 1
1971 "Harald Johannes Karlstrøm" 1
1972 "Harald Johnsen" 1
1973 "Harald Kristian Gjøsæter" 1
1974 "Harald Liverud" 1
1975 "Harald Løkkesveen" 1
1976 "Harald Lunde" 1
1977 "Harald Magne Bjørnsen" 1
1978 "Harald Magne Eikesdal" 1
1979 "Harald Mellerud" 1
1980 "Harald Moræus-Hanssen" 1
1981 "Harald Moræus Hanssen" 1
1982 "Harald Niclas Tøsti" 1
1983 "Harald Odin Smedsvik" 1
1984 "Harald Off" 1
1985 "Harald Oldeide" 1
1986 "Harald Overvaag" 1
1987 "Harald Reimers Madsen" 1
1988 "Harald Sigurd Pedersen" 1
1989 "Harald Solberg" 1
1990 "Harald Sperlin Thorstensen" 1
1991 "Harald Stavn" 1
1992 "Harald Tiedemann Hansen" 1
1993 "Harald Tyrdal" 1
1994 "Harald Vabø" 1
1995 "Harald Voigt" 1
1996 "Harald Walther" 1
1997 "Harold Clive Mather" 1
1998 "Harold Egil Nilsen" 1
1999 "Harold Magne Sævik" 1
2000 "Harri Tapio Takanen" 1
2001 "Harry Ivar Sævrøy" 1
2002 "Harry Kleven" 1
2003 "Hauke Matthias Jürgens" 1
2004 "Håvar Poulsson" 1
2005 "Håvard Bakke Wangensteen" 1
2006 "Håvard Farseth Ramstad" 1
2007 "Håvard Haugland" 1
2008 "Håvard Ketil Hoelsæter" 1
2009 "Håvard Kristiansen" 1
2010 "Håvard Myrvold" 1
2011 "Håvard Sunde" 1
2012 "Hedda Foss Five" 2
2013 "Hedda Henriette Grundt" 2
2014 "Hedvig Aaberg Mortensen" 2
2015 "Hege Bodil Espedal" 2
2016 "Hege Bømark" 2
2017 "Hege Buer" 2
2018 "Hege Charlotte Bakken" 2
2019 "Hege Christin Lien" 2
2020 "Hege Eikeland" 2
2021 "Hege Gran" 2
2022 "Hege Høistad" 2
2023 "Hege Holstad" 2
2024 "Hege Holter Brekke" 2
2025 "Hege Hyggen" 2
2026 "Hege Lyngved Odinsen" 2
2027 "Hege Marie Finberg Selvig" 2
2028 "Hege Marie Norheim" 2
2029 "Hege Michelsen Laberg" 2
2030 "Hege Myren" 2
2031 "Hege Ramona Johnsen" 2
2032 "Hege Sævik Rabben" 2
2033 "Hege Sjo" 2
2034 "Hege Skryseth" 2
2035 "Hege Tinnen" 2
2036 "Hege Wullum" 2
2037 "Hege Yli Melhus" 2
2038 "Heidi Åberg" 2
2039 "Heidi Adshead Baugstø" 2
2040 "Heidi Andreassen" 2
2041 "Heidi Christin Ekrem" 2
2042 "Heidi Elisabeth Hem" 2
2043 "Heidi Ellingsberg Hjellestad" 2
2044 "Heidi Frost Eriksen" 2
2045 "Heidi Iren Karlsen" 2
2046 "Heidi Irene Blengsli Aabel" 2
2047 "Heidi Johanne Aanstad" 2
2048 "Heidi Johannessen" 2
2049 "Heidi Johansen" 2
2050 "Heidi Karlsen" 2
2051 "Heidi Marie Petersen" 2
2052 "Heidi Orderud Øian" 2
2053 "Heidi Skaaret" 2
2054 "Heidi Storruste" 2
2055 "Heidi Ulmo" 2
2056 "Heidi Van Der Kooij" 2
2057 "Heiki-Sune Bjørkmo" 1
2058 "Heikki Lehmoinen Oltedal" 1
2059 "Heine Sebjørnsen" 1
2060 "Helen Bistrup Karlsen" 2
2061 "Helen Johanna De Jong" 2
2062 "Helen Johanne Nordtun Leversund" 2
2063 "Helen Juell" 2
2064 "Helen Marie Skjerven Rød" 2
2065 "Helene Brinchmann Halvorsen" 2
2066 "Helene Jebsen Anker" 2
2067 "Helene Langlo Volle" 2
2068 "Helene Margareta Vibbleus Bergquist" 2
2069 "Helga Skjeie" 2
2070 "Helge Aarseth" 1
2071 "Helge Andre Sundt" 1
2072 "Helge Arne Bjerkan" 1
2073 "Helge Arvid Møgster" 1
2074 "Helge Brøvig Andresen" 1
2075 "Helge Eide" 1
2076 "Helge Enger" 1
2077 "Helge Engum Havskjold" 1
2078 "Helge Evju" 1
2079 "Helge Friestad" 1
2080 "Helge Haakonsen" 1
2081 "Helge Halvard Helgø" 1
2082 "Helge Holen" 1
2083 "Helge Jarl Bruvoll" 1
2084 "Helge Kragh" 1
2085 "Helge Kroghrud" 1
2086 "Helge Leiro Baastad" 1
2087 "Helge Lintvedt" 1
2088 "Helge Lund" 1
2089 "Helge Mæland" 1
2090 "Helge Midttun" 1
2091 "Helge Nielsen" 1
2092 "Helge Olav Henriksen" 1
2093 "Helge Orstad" 1
2094 "Helge Ranvik" 1
2095 "Helge Ressem" 1
2096 "Helge Ringdal" 1
2097 "Helge Singelstad" 1
2098 "Helge Urstrømmen" 1
2099 "Helge Vinorum" 1
2100 "Helge Witzø" 1
2101 "Heljar Wlodarek Heradstveit" 1
2102 "Helle Cathrin Hvalvik Rønningen" 2
2103 "Helle Cecilie Lauvstad" 2
2104 "Helle Hobæk Vaagen" 2
2105 "Helle Kruse Nielsen" 2
2106 "Helle Sissener" 2
2107 "Helmut Paul Merch" 1
2108 "Henning Hansen" 1
2109 "Henning Jarl Forsberg" 1
2110 "Henning Karlsen" 1
2111 "Henning Larsen" 1
2112 "Henning Leo Knudsen" 1
2113 "Henning Øglænd" 1
2114 "Henning Olset" 1
2115 "Henning Vest" 1
2116 "Henny Oddrun Sandblåst Eidem" 2
2117 "Henrik August Christensen" 1
2118 "Henrik Bessermann" 1
2119 "Henrik Feragen" 1
2120 "Henrik Gøsta Axel von Platen" 1
2121 "Henrik Gøsta Axel Von Platen" 1
2122 "Henrik Heiberg" 1
2123 "Henrik Julius Ager-Hanssen" 1
2124 "Henrik Lid Scharff" 1
2125 "Henrik Lisæth" 1
2126 "Henrik Lund" 1
2127 "Henrik Sverre Hesselmann" 1
2128 "Henrik Tangen" 1
2129 "Henry Haywood Hamilton" 1
2130 "Herbrand G Skriudalen" 1
2131 "Herdis Meldahl" 2
2132 "Herman Alf Billung" 1
2133 "Herman Fjeldet" 1
2134 "Herman Friele" 1
2135 "Hermod Stener" 1
2136 "Herodd Ingulf Widding" 1
2137 "Hessel Halbesma" 1
2138 "Hilde Birgitte Buene Mjaaland" 2
2139 "Hilde Bjertnæs Bækken" 2
2140 "Hilde Charlotte Thon" 2
2141 "Hilde Drønen" 2
2142 "Hilde Furberg" 2
2143 "Hilde Harbo" 2
2144 "Hilde Hermansen Steineger" 2
2145 "Hilde Irene Nebb" 2
2146 "Hilde Karlsen" 2
2147 "Hilde Kristin Mork" 2
2148 "Hilde Lovise Ringereide" 2
2149 "Hilde Maren Haugnes Schjager" 2
2150 "Hilde Marie Redi" 2
2151 "Hilde Merete Aasheim" 2
2152 "Hilde Midthjell" 2
2153 "Hilde Myrberg" 2
2154 "Hilde Petra Aarseth Krøgenes" 2
2155 "Hilde Rolandsen" 2
2156 "Hilde Sønderland" 2
2157 "Hilde Vatne" 2
2158 "Hilde Waage" 2
2159 "Hiroko Mowill" 2
2160 "Hjalmar A Sigurthorsson" 1
2161 "Hjalmar Moldskred" 1
2162 "Hjørdis Henriksen" 2
2163 "Hogne Vik" 1
2164 "Hogne Wegar Fjellstad" 1
2165 "Holger Georg Dilling" 1
2166 "Hølje Tefre" 1
2167 "Holly Ann Van Deursen" 2
2168 "Hroar Nilsen" 1
2169 "Hubert Gauseweg" 1
2170 "Hugo Asbjørn Tønsberg" 1
2171 "Hugo Lund Maurstad" 1
2172 "Hugo Walter Chumbez Panesi" 1
2173 "Hugo William Bauer" 1
2174 "Hussain Darawati" 2
2175 "Ian Christopher Hague" 1
2176 "Ian David Gilham" 1
2177 "Ian Francisco Lozano Jeffs" 1
2178 "Ian Hartvik Parker" 1
2179 "Ian William Caxton Spencer" 1
2180 "Ib Kunøe" 1
2181 "Ida Bjerke Olsen" 2
2182 "Ida Helliesen" 2
2183 "Ida Jane Hinkley" 2
2184 "Ida Kathrine Holm Grindstrand" 2
2185 "Ida Lau Borch" 2
2186 "Ida Margrethe Aagaard" 2
2187 "Ida Miriam Espolin Johnson" 2
2188 "Idar Arild Furø" 1
2189 "Idar Arnold Iversen" 1
2190 "Idar Harry Vollvik" 1
2191 "Idar Jan Ekeland" 1
2192 "Idar Kreutzer" 1
2193 "Idar Lars Ulstein" 1
2194 "Idun Heier" 2
2195 "Ilkka Juhani Silvanto" 1
2196 "Ina Eldøy" 2
2197 "Ina Merete Flaatin" 2
2198 "Ina Michaloff Pettersen" 2
2199 "Indra Maria Åsander" 2
2200 "Inga Lise Lien Moldestad" 2
2201 "Inga Margrethe Ulstein Loen" 2
2202 "Ingar Mathisen" 1
2203 "Ingar Østby" 1
2204 "Ingar Owren Solheim" 1
2205 "Ingar Sletten Kolloen" 1
2206 "Ingar Sverre Sørensen" 1
2207 "Inge Andre Haraldstad Johansen" 1
2208 "Inge Andre Ottesen" 1
2209 "Inge Arve Orheim" 1
2210 "Inge Bergesen" 2
2211 "Inge Elof Duna" 2
2212 "Inge Falck Olsen" 1
2213 "Inge Five" 1
2214 "Inge Forseth" 1
2215 "Inge Furu" 1
2216 "Inge Gjærde" 1
2217 "Inge Harald Berg" 1
2218 "Inge Ketil Hansen" 1
2219 "Inge Lars Larsen" 1
2220 "Inge Leif Sleipnes" 1
2221 "Inge Lene Villumsen" 2
2222 "Inge Magnar Valen" 1
2223 "Inge Myrlund" 1
2224 "Inge Nicolaysen" 1
2225 "Inge Ørstad" 1
2226 "Inge Ramsdal" 1
2227 "Inge Ronald Røyset" 1
2228 "Inge Sørum" 1
2229 "Inge Steensland" 1
2230 "Ingebjørg Helene Glad Pedersen" 2
2231 "Ingebjørg Storeide Folgerø" 2
2232 "Ingeborg Ådnanes" 2
2233 "Ingeborg Hatlem" 2
2234 "Ingebreth Forus" 2
2235 "Ingebrigt Steen Jensen" 1
2236 "Ingegerd Kleppen Rafn" 2
2237 "Ingelin Drøpping" 2
2238 "Ingelise Arntsen" 2
2239 "Inger-Gunn Sande" 2
2240 "Inger Adele Myklebust" 2
2241 "Inger Alice Torskangerpoll Valerio" 2
2242 "Inger Beate Svenneby Herland" 2
2243 "Inger Charlotte Ferner Heglund" 2
2244 "Inger Elisabeth Prebensen" 2
2245 "Inger Flesland Strass" 2
2246 "Inger Heidi Slungård" 2
2247 "Inger Hilde Waaler" 2
2248 "Inger Holthe" 2
2249 "Inger Hygen Flostrand" 2
2250 "Inger Jacobsen" 2
2251 "Inger Johanne Solhaug" 2
2252 "Inger Johanne Wiese" 2
2253 "Inger Lise Egeland" 2
2254 "Inger Margrethe Robertsen" 2
2255 "Inger Merete Dyring" 2
2256 "Inger Sangnæs Glendrange" 2
2257 "Inger Tone Ødegård" 2
2258 "Ingerid Ulstein" 2
2259 "Ingjald Ørbeck Sørheim" 1
2260 "Ingjerd Cecilie Hafsteen Blekeli Spiten" 2
2261 "Ingjerd Juel Ingeborgrud" 2
2262 "Ingjerd Skjeldrum" 2
2263 "Ingmar Johan Høgøy" 1
2264 "Ingolf Arne Marifjæren" 1
2265 "Ingolf Jarle Rui" 1
2266 "Ingrid Alfheim" 2
2267 "Ingrid Anette Wulff" 2
2268 "Ingrid Beichmann Wiik" 2
2269 "Ingrid Dahl Hovland" 2
2270 "Ingrid Elvira Leisner" 2
2271 "Ingrid Helene Eia Ryvarden" 2
2272 "Ingrid Kassen" 2
2273 "Ingrid Lund" 2
2274 "Ingrid Maria Magdalena Hartman" 2
2275 "Ingrid Maria Stenmark" 2
2276 "Ingrid Namdal" 2
2277 "Ingrid Sanne Andersen" 2
2278 "Ingrid Simunic" 2
2279 "Ingrid Solberg" 2
2280 "Ingun Ranneberg-Nilsen" 2
2281 "Ingun Stray Schmidt" 2
2282 "Ingunn Anita Tronsmed" 2
2283 "Ingunn Flytør" 2
2284 "Ingunn Frislid Solheim" 2
